query_id,query_group,query_lang,index_lang,metric,value,measured
q00014_de,q00014,de,cs,ndcg@10,0.0,True
q00014_de,q00014,de,cs,recall@10,0.0,True
q00014_de,q00014,de,cs,recall@100,0.0,True
q00014_de,q00014,de,cs,mrr@100,0.0,True
q00014_de,q00014,de,cs,success@1,0.0,True
q00015_de,q00015,de,cs,ndcg@10,0.0,True
q00015_de,q00015,de,cs,recall@10,0.0,True
q00015_de,q00015,de,cs,recall@100,0.0,True
q00015_de,q00015,de,cs,mrr@100,0.0,True
q00015_de,q00015,de,cs,success@1,0.0,True
q00016_de,q00016,de,cs,ndcg@10,0.6309297535714575,True
q00016_de,q00016,de,cs,recall@10,1.0,True
q00016_de,q00016,de,cs,recall@100,1.0,True
q00016_de,q00016,de,cs,mrr@100,0.5,True
q00016_de,q00016,de,cs,success@1,0.0,True
q00017_de,q00017,de,cs,ndcg@10,0.0,True
q00017_de,q00017,de,cs,recall@10,0.0,True
q00017_de,q00017,de,cs,recall@100,0.0,True
q00017_de,q00017,de,cs,mrr@100,0.0,True
q00017_de,q00017,de,cs,success@1,0.0,True
q00018_de,q00018,de,cs,ndcg@10,1.0,True
q00018_de,q00018,de,cs,recall@10,1.0,True
q00018_de,q00018,de,cs,recall@100,1.0,True
q00018_de,q00018,de,cs,mrr@100,1.0,True
q00018_de,q00018,de,cs,success@1,1.0,True
q00019_de,q00019,de,cs,ndcg@10,1.0,True
q00019_de,q00019,de,cs,recall@10,1.0,True
q00019_de,q00019,de,cs,recall@100,1.0,True
q00019_de,q00019,de,cs,mrr@100,1.0,True
q00019_de,q00019,de,cs,success@1,1.0,True
q00020_de,q00020,de,cs,ndcg@10,0.6309297535714575,True
q00020_de,q00020,de,cs,recall@10,1.0,True
q00020_de,q00020,de,cs,recall@100,1.0,True
q00020_de,q00020,de,cs,mrr@100,0.5,True
q00020_de,q00020,de,cs,success@1,0.0,True
q00001_de,q00001,de,de,ndcg@10,1.0,True
q00001_de,q00001,de,de,recall@10,1.0,True
q00001_de,q00001,de,de,recall@100,1.0,True
q00001_de,q00001,de,de,mrr@100,1.0,True
q00001_de,q00001,de,de,success@1,1.0,True
q00002_de,q00002,de,de,ndcg@10,1.0,True
q00002_de,q00002,de,de,recall@10,1.0,True
q00002_de,q00002,de,de,recall@100,1.0,True
q00002_de,q00002,de,de,mrr@100,1.0,True
q00002_de,q00002,de,de,success@1,1.0,True
q00003_de,q00003,de,de,ndcg@10,1.0,True
q00003_de,q00003,de,de,recall@10,1.0,True
q00003_de,q00003,de,de,recall@100,1.0,True
q00003_de,q00003,de,de,mrr@100,1.0,True
q00003_de,q00003,de,de,success@1,1.0,True
q00004_de,q00004,de,de,ndcg@10,0.6309297535714575,True
q00004_de,q00004,de,de,recall@10,1.0,True
q00004_de,q00004,de,de,recall@100,1.0,True
q00004_de,q00004,de,de,mrr@100,0.5,True
q00004_de,q00004,de,de,success@1,0.0,True
q00005_de,q00005,de,de,ndcg@10,1.0,True
q00005_de,q00005,de,de,recall@10,1.0,True
q00005_de,q00005,de,de,recall@100,1.0,True
q00005_de,q00005,de,de,mrr@100,1.0,True
q00005_de,q00005,de,de,success@1,1.0,True
q00006_de,q00006,de,de,ndcg@10,1.0,True
q00006_de,q00006,de,de,recall@10,1.0,True
q00006_de,q00006,de,de,recall@100,1.0,True
q00006_de,q00006,de,de,mrr@100,1.0,True
q00006_de,q00006,de,de,success@1,1.0,True
q00007_de,q00007,de,de,ndcg@10,1.0,True
q00007_de,q00007,de,de,recall@10,1.0,True
q00007_de,q00007,de,de,recall@100,1.0,True
q00007_de,q00007,de,de,mrr@100,1.0,True
q00007_de,q00007,de,de,success@1,1.0,True
q00008_de,q00008,de,de,ndcg@10,1.0,True
q00008_de,q00008,de,de,recall@10,1.0,True
q00008_de,q00008,de,de,recall@100,1.0,True
q00008_de,q00008,de,de,mrr@100,1.0,True
q00008_de,q00008,de,de,success@1,1.0,True
q00009_de,q00009,de,de,ndcg@10,1.0,True
q00009_de,q00009,de,de,recall@10,1.0,True
q00009_de,q00009,de,de,recall@100,1.0,True
q00009_de,q00009,de,de,mrr@100,1.0,True
q00009_de,q00009,de,de,success@1,1.0,True
q00010_de,q00010,de,de,ndcg@10,1.0,True
q00010_de,q00010,de,de,recall@10,1.0,True
q00010_de,q00010,de,de,recall@100,1.0,True
q00010_de,q00010,de,de,mrr@100,1.0,True
q00010_de,q00010,de,de,success@1,1.0,True
q00011_de,q00011,de,de,ndcg@10,1.0,True
q00011_de,q00011,de,de,recall@10,1.0,True
q00011_de,q00011,de,de,recall@100,1.0,True
q00011_de,q00011,de,de,mrr@100,1.0,True
q00011_de,q00011,de,de,success@1,1.0,True
q00012_de,q00012,de,de,ndcg@10,1.0,True
q00012_de,q00012,de,de,recall@10,1.0,True
q00012_de,q00012,de,de,recall@100,1.0,True
q00012_de,q00012,de,de,mrr@100,1.0,True
q00012_de,q00012,de,de,success@1,1.0,True
q00013_de,q00013,de,de,ndcg@10,1.0,True
q00013_de,q00013,de,de,recall@10,1.0,True
q00013_de,q00013,de,de,recall@100,1.0,True
q00013_de,q00013,de,de,mrr@100,1.0,True
q00013_de,q00013,de,de,success@1,1.0,True
q00014_de,q00014,de,de,ndcg@10,1.0,True
q00014_de,q00014,de,de,recall@10,1.0,True
q00014_de,q00014,de,de,recall@100,1.0,True
q00014_de,q00014,de,de,mrr@100,1.0,True
q00014_de,q00014,de,de,success@1,1.0,True
q00015_de,q00015,de,de,ndcg@10,1.0,True
q00015_de,q00015,de,de,recall@10,1.0,True
q00015_de,q00015,de,de,recall@100,1.0,True
q00015_de,q00015,de,de,mrr@100,1.0,True
q00015_de,q00015,de,de,success@1,1.0,True
q00016_de,q00016,de,de,ndcg@10,1.0,True
q00016_de,q00016,de,de,recall@10,1.0,True
q00016_de,q00016,de,de,recall@100,1.0,True
q00016_de,q00016,de,de,mrr@100,1.0,True
q00016_de,q00016,de,de,success@1,1.0,True
q00017_de,q00017,de,de,ndcg@10,1.0,True
q00017_de,q00017,de,de,recall@10,1.0,True
q00017_de,q00017,de,de,recall@100,1.0,True
q00017_de,q00017,de,de,mrr@100,1.0,True
q00017_de,q00017,de,de,success@1,1.0,True
q00018_de,q00018,de,de,ndcg@10,1.0,True
q00018_de,q00018,de,de,recall@10,1.0,True
q00018_de,q00018,de,de,recall@100,1.0,True
q00018_de,q00018,de,de,mrr@100,1.0,True
q00018_de,q00018,de,de,success@1,1.0,True
q00019_de,q00019,de,de,ndcg@10,1.0,True
q00019_de,q00019,de,de,recall@10,1.0,True
q00019_de,q00019,de,de,recall@100,1.0,True
q00019_de,q00019,de,de,mrr@100,1.0,True
q00019_de,q00019,de,de,success@1,1.0,True
q00020_de,q00020,de,de,ndcg@10,1.0,True
q00020_de,q00020,de,de,recall@10,1.0,True
q00020_de,q00020,de,de,recall@100,1.0,True
q00020_de,q00020,de,de,mrr@100,1.0,True
q00020_de,q00020,de,de,success@1,1.0,True
q00001_de,q00001,de,en,ndcg@10,0.0,True
q00001_de,q00001,de,en,recall@10,0.0,True
q00001_de,q00001,de,en,recall@100,0.0,True
q00001_de,q00001,de,en,mrr@100,0.0,True
q00001_de,q00001,de,en,success@1,0.0,True
q00002_de,q00002,de,en,ndcg@10,0.0,True
q00002_de,q00002,de,en,recall@10,0.0,True
q00002_de,q00002,de,en,recall@100,0.0,True
q00002_de,q00002,de,en,mrr@100,0.0,True
q00002_de,q00002,de,en,success@1,0.0,True
q00003_de,q00003,de,en,ndcg@10,0.31546487678572877,True
q00003_de,q00003,de,en,recall@10,1.0,True
q00003_de,q00003,de,en,recall@100,1.0,True
